0.35954,1.3354,2.9276,5.1362,8.0639,11.608,15.768,20.545,26.04,32.153,38.881,46.226,54.29,62.971,72.267,82.18,92.811,104.06,115.93,128.41
0.36279,1.3475,2.9541,5.1827,8.1368,11.713,15.911,20.731,26.276,32.444,39.233,46.644,54.781,63.54,72.921,82.923,93.651,105,116.98,129.57
0.36627,1.3604,2.9825,5.2325,8.215,11.825,16.063,20.93,26.528,32.755,39.609,47.092,55.307,64.15,73.621,83.719,94.551,106.01,118.1,130.81
0.37003,1.3744,3.0131,5.2861,8.2992,11.947,16.228,21.145,26.801,33.091,40.016,47.575,55.874,64.808,74.376,84.578,95.52,107.09,119.31,132.15
0.37411,1.3896,3.0463,5.3444,8.3907,12.078,16.407,21.378,27.096,33.456,40.457,48.1,56.49,65.523,75.196,85.511,96.574,108.28,120.63,133.61
0.37857,1.4062,3.0827,5.4082,8.4908,12.222,16.603,21.633,27.42,33.855,40.94,48.674,57.165,66.305,76.094,86.531,97.726,109.57,122.07,135.21
0.38351,1.4245,3.1229,5.4788,8.6016,12.382,16.82,21.915,27.777,34.297,41.475,49.309,57.911,67.17,77.087,87.661,99.002,111,123.66,136.97
0.38905,1.445,3.168,5.5579,8.7258,12.56,17.063,22.232,28.178,34.792,42.073,50.021,58.747,68.139,78.2,88.926,100.43,112.6,125.44,138.95
0.39536,1.4685,3.2193,5.648,8.8674,12.764,17.34,22.592,28.636,35.357,42.756,50.832,59.7,69.245,79.468,90.369,102.06,114.43,127.48,141.2
0.40271,1.4958,3.2793,5.7531,9.0324,13.002,17.662,23.012,29.168,36.014,43.551,51.778,60.81,70.533,80.946,92.05,103.95,116.56,129.85,143.83
0.41156,1.5287,3.3513,5.8795,9.2308,13.287,18.049,23.518,29.809,36.805,44.508,52.915,62.146,72.083,82.725,94.072,106.24,119.12,132.7,146.99
0.42273,1.5701,3.4422,6.039,9.4811,13.648,18.539,24.156,30.618,37.804,45.716,54.351,63.832,74.038,84.969,96.624,109.12,122.35,136.3,150.97
0.43803,1.627,3.5669,6.2578,9.8246,14.142,19.211,25.031,31.727,39.174,47.371,56.32,66.144,76.72,88.047,100.12,113.08,126.78,141.24,156.44
0.46317,1.7203,3.7714,6.6166,10.388,14.954,20.313,26.466,33.546,41.42,50.088,59.55,69.938,81.12,93.096,105.87,119.56,134.06,149.34,165.42
0.63101,2.3437,5.1382,9.0144,14.153,20.372,27.675,36.058,45.703,56.43,68.239,81.13,95.283,110.52,126.84,144.23,162.89,182.63,203.45,225.36
