0.19263,0.7705,1.7336,3.082,4.8156,6.9345,9.4387,12.328,15.603,19.263,23.308,27.738,32.554,37.755,43.341,49.312,55.669,62.411,69.538,77.05,84.948,93.231,101.9,110.95,120.39,
0.1938,0.77521,1.7442,3.1008,4.8451,6.9769,9.4963,12.403,15.698,19.38,23.45,27.908,32.753,37.985,43.606,49.613,56.009,62.792,69.963,77.521,85.467,93.8,102.52,111.63,121.13,
0.19503,0.78011,1.7552,3.1204,4.8757,7.021,9.5563,12.482,15.797,19.503,23.598,28.084,32.96,38.225,43.881,49.927,56.363,63.189,70.405,78.011,86.007,94.393,103.17,112.34,121.89,
0.19631,0.78522,1.7667,3.1409,4.9076,7.067,9.619,12.564,15.901,19.631,23.753,28.268,33.176,38.476,44.169,50.254,56.732,63.603,70.866,78.522,86.571,95.012,103.85,113.07,122.69,
0.19764,0.79057,1.7788,3.1623,4.941,7.1151,9.6844,12.649,16.009,19.764,23.915,28.46,33.401,38.738,44.469,50.596,57.118,64.036,71.349,79.057,87.16,95.659,104.55,113.84,123.53,
0.19904,0.79617,1.7914,3.1847,4.9761,7.1655,9.7531,12.739,16.122,19.904,24.084,28.662,33.638,39.012,44.785,50.955,57.523,64.49,71.854,79.617,87.778,96.336,105.29,114.65,124.4,
0.20051,0.80206,1.8046,3.2082,5.0129,7.2185,9.8252,12.833,16.242,20.051,24.262,28.874,33.887,39.301,45.116,51.332,57.949,64.967,72.386,80.206,88.427,97.049,106.07,115.5,125.32,
0.20207,0.80826,1.8186,3.2331,5.0516,7.2744,9.9012,12.932,16.367,20.207,24.45,29.097,34.149,39.605,45.465,51.729,58.397,65.469,72.946,80.826,89.111,97.8,106.89,116.39,126.29,
0.20371,0.81483,1.8334,3.2593,5.0927,7.3334,9.9816,13.037,16.5,20.371,24.649,29.334,34.426,39.927,45.834,52.149,58.871,66.001,73.538,81.483,89.835,98.594,107.76,117.34,127.32,
0.20545,0.8218,1.849,3.2872,5.1362,7.3962,10.067,13.149,16.641,20.545,24.859,29.585,34.721,40.268,46.226,52.595,59.375,66.566,74.167,82.18,90.603,99.437,108.68,118.34,128.41,
0.20731,0.82923,1.8658,3.3169,5.1827,7.4631,10.158,13.268,16.792,20.731,25.084,29.852,35.035,40.632,46.644,53.071,59.912,67.168,74.838,82.923,91.422,100.34,109.67,119.41,129.57,
0.2093,0.83719,1.8837,3.3488,5.2325,7.5347,10.256,13.395,16.953,20.93,25.325,30.139,35.371,41.022,47.092,53.58,60.487,67.813,75.557,83.719,92.301,101.3,110.72,120.56,130.81,
0.21145,0.84578,1.903,3.3831,5.2861,7.612,10.361,13.533,17.127,21.145,25.585,30.448,35.734,41.443,47.575,54.13,61.108,68.508,76.332,84.578,93.247,102.34,111.85,121.79,132.15,
0.21378,0.85511,1.924,3.4204,5.3444,7.6959,10.475,13.682,17.316,21.378,25.867,30.784,36.128,41.9,48.1,54.727,61.781,69.264,77.173,85.511,94.275,103.47,113.09,123.14,133.61,
0.21633,0.86531,1.947,3.4613,5.4082,7.7878,10.6,13.845,17.523,21.633,26.176,31.151,36.56,42.4,48.674,55.38,62.519,70.09,78.095,86.531,95.401,104.7,114.44,124.61,135.21,
0.21915,0.87661,1.9724,3.5064,5.4788,7.8895,10.738,14.026,17.751,21.915,26.517,31.558,37.037,42.954,49.309,56.103,63.335,71.005,79.114,87.661,96.646,106.07,115.93,126.23,136.97,
0.22232,0.88926,2.0008,3.5571,5.5579,8.0034,10.893,14.228,18.008,22.232,26.9,32.013,37.571,43.574,50.021,56.913,64.249,72.03,80.256,88.926,98.041,107.6,117.61,128.05,138.95,
0.22592,0.90369,2.0333,3.6147,5.648,8.1332,11.07,14.459,18.3,22.592,27.337,32.533,38.181,44.281,50.832,57.836,65.291,73.199,81.558,90.369,99.631,109.35,119.51,130.13,141.2,
0.23012,0.9205,2.0711,3.682,5.7531,8.2845,11.276,14.728,18.64,23.012,27.845,33.138,38.891,45.104,51.778,58.912,66.506,74.56,83.075,92.05,101.48,111.38,121.74,132.55,143.83,
0.23518,0.94072,2.1166,3.7629,5.8795,8.4664,11.524,15.051,19.049,23.518,28.457,33.866,39.745,46.095,52.915,60.206,67.967,76.198,84.9,94.072,103.71,113.83,124.41,135.46,146.99,
0.24156,0.96624,2.174,3.865,6.039,8.6962,11.836,15.46,19.566,24.156,29.229,34.785,40.824,47.346,54.351,61.839,69.811,78.265,87.203,96.624,106.53,116.91,127.79,139.14,150.97,
0.25031,1.0012,2.2528,4.005,6.2578,9.0112,12.265,16.02,20.275,25.031,30.288,36.045,42.302,49.061,56.32,64.079,72.34,81.1,90.362,100.12,110.39,121.15,132.41,144.18,156.44,
0.26466,1.0587,2.382,4.2346,6.6166,9.5279,12.969,16.939,21.438,26.466,32.024,38.112,44.728,51.874,59.55,67.754,76.488,85.751,95.544,105.87,116.72,128.1,140.01,152.45,165.42,
0.36058,1.4423,3.2452,5.7692,9.0144,12.981,17.668,23.077,29.207,36.058,43.63,51.923,60.937,70.673,81.13,92.307,104.21,116.83,130.17,144.23,159.01,174.52,190.74,207.69,225.36
